hagrid,kingdom,phylum,class,order_,family,genus,species,common_name,specimen_origin,sample_size,data_quality
1170,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Orange-winged amazon,captivity,medium,acceptable
1171,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,auropalliata,Yellow-naped parrot,captivity,medium,acceptable
1172,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Red-lored parrot,captivity,medium,acceptable
1173,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,barbadensis,Yellow-shouldered amazon,unknown,medium,low
1174,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,Mealy parrot,unknown,medium,low
1175,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,festiva,Festive amazon,captivity,medium,acceptable
1176,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,finschi,Lilac-crowned parrot,captivity,medium,acceptable
1177,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,guildingii,St. Vincent parrot,captivity,small,acceptable
1178,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Cuban parrot,unknown,medium,low
1179,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Yellow-crowned parrot,captivity,medium,acceptable
1180,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,oratrix,Yellow-headed parrot,unknown,medium,low
1181,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,rhodocorytha,Red-browed parrot,captivity,medium,acceptable
1182,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,versicolor,St. Lucia amazon,unknown,medium,low
1183,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,viridigenalis,Red-crowned parrot,unknown,medium,low
1184,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,vittata,Puerto Rican amazon,unknown,small,low
1185,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,glaucus,Glaucous macaw,unknown,small,low
1186,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,Hyacinth macaw,captivity,tiny,acceptable
1187,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,leari,Lear's macaw,captivity,small,acceptable
1188,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,Red-winged parrot,captivity,medium,acceptable
1189,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ambiguus,Great green macaw,captivity,small,acceptable
1190,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ararauna,Blue-and-yellow macaw,captivity,large,acceptable
1191,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Red-and-green macaw,captivity,small,acceptable
1192,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,glaucogularis,Blue-throated macaw,captivity,medium,acceptable
1193,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,macao,Scarlet macaw,captivity,large,acceptable
1194,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Military macaw,captivity,large,acceptable
1195,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,rubrogenys,Red-fronted macaw,captivity,medium,acceptable
1196,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,severus,Chestnut-fronted macaw,captivity,small,acceptable
1197,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,Blue-crowned parakeet,captivity,medium,acceptable
1198,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,auricapillus,Golden-capped parakeet,captivity,small,acceptable
1199,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,canicularis,Orange-fronted parakeet,captivity,small,acceptable
1200,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,chloroptera,Hispaniolan parakeet,unknown,medium,low
1201,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,Red-masked parakeet,captivity,small,acceptable
1202,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,holochlora,Green parakeet,captivity,medium,acceptable
1203,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,zonarius,Port Lincoln ringneck,captivity,small,acceptable
1204,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Bolborhynchus,orbygnesius,Andean parakeet,captivity,small,acceptable
1205,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,chiriri,Yellow-chevroned parakeet,captivity,small,acceptable
1206,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,pyrrhoptera,Grey-cheeked parakeet,captivity,small,acceptable
1207,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,sanctithomae,Tui parakeet,captivity,small,acceptable
1208,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,tirica,Plain parakeet,captivity,small,acceptable
1209,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Canary-winged parakeet,captivity,small,acceptable
1210,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,alba,White cockatoo,captivity,medium,acceptable
1211,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ducorpsii,Ducorps's cockatoo,captivity,small,acceptable
1212,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,galerita,Sulphur-crested cockatoo,captivity,large,acceptable
1213,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,goffiniana,Tanimbar cockatoo,captivity,small,questionable
1214,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,haematuropygia,Philippine cockatoo,captivity,medium,questionable
1215,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,leadbeateri,Pink cockatoo,captivity,medium,acceptable
1216,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,moluccensis,Salmon-crested cockatoo,captivity,large,acceptable
1217,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ophthalmica,Blue-eyed cockatoo,captivity,medium,acceptable
1218,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,pastinator,Western corella,captivity,small,acceptable
1219,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sanguinea,Little corella,captivity,medium,acceptable
1220,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sulphurea,Yellow-crested cockatoo,captivity,medium,acceptable
1221,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,tenuirostris,Long-billed corella,captivity,medium,acceptable
1222,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Callocephalon,fimbriatum,Gang-gang cockatoo,captivity,medium,acceptable
1223,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,banksii,Banksian cockatoo,captivity,medium,acceptable
1224,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,baudinii,Long-billed black cockatoo,captivity,small,acceptable
1225,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,funereus,Yellow-tailed black cockatoo,captivity,medium,acceptable
1226,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,lathami,Glossy black cockatoo,unknown,medium,low
1227,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,atra,Black lory,captivity,small,acceptable
1228,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,sintillata,Yellow-streaked lory,captivity,medium,acceptable
1229,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,papou,Papuan lorikeet,captivity,medium,acceptable
1230,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina parakeet,captivity,small,acceptable
1231,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,nigra,Black parrot,captivity,medium,acceptable
1232,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,vasa,Vasa parrot,captivity,medium,acceptable
1233,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,Patagonian conure,captivity,large,acceptable
1234,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,spixii,Spix's macaw,captivity,small,acceptable
1235,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,auriceps,Yellow-fronted parakeet,captivity,medium,acceptable
1236,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Red-fronted parakeet,captivity,medium,acceptable
1237,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Red-fan parrot,captivity,medium,acceptable
1238,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,nobilis,Red-shouldered macaw,captivity,small,acceptable
1239,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,roratus,Eclectus parrot,captivity,large,acceptable
1240,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Enicognathus,leptorhynchus,Slender-billed parakeet,captivity,small,acceptable
1241,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,Galah,captivity,large,acceptable
1242,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,bornea,Red lory,captivity,medium,acceptable
1243,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,cyanogenia,Black-winged lory,captivity,tiny,acceptable
1244,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,histrio,Red-and-blue lory,captivity,small,acceptable
1245,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,reticulata,Blue-streaked lory,captivity,medium,acceptable
1246,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,squamata,Violet-necked lory,captivity,small,acceptable
1247,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Horned parakeet,captivity,small,acceptable
1248,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Pacific parrotlet,captivity,medium,acceptable
1249,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,cyanopygius,Mexican parrotlet,captivity,small,acceptable
1250,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Green-rumped parrotlet,captivity,small,acceptable
1251,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,xanthops,Yellow-faced parrotlet,captivity,small,acceptable
1252,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,concinna,Musk lorikeet,captivity,medium,acceptable
1253,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,porphyrocephala,Purple-crowned lorikeet,captivity,small,acceptable
1254,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Short-tailed parrot,captivity,small,acceptable
1255,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,guarouba,Golden conure,captivity,small,acceptable
1256,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,galgulus,Blue-crowned hanging parrot,captivity,medium,acceptable
1257,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,philippensis,Colasisi,captivity,tiny,acceptable
1258,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,vernalis,Vernal hanging parrot,captivity,small,acceptable
1259,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,domicella,Purple-naped lory,captivity,medium,acceptable
1260,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,garrulus,Chattering lory,captivity,medium,acceptable
1261,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,Black-capped lory,captivity,medium,acceptable
1262,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Budgerigar,captivity,large,high
1263,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk parakeet,captivity,large,acceptable
1264,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,nenday,Nanday parakeet,captivity,medium,acceptable
1265,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,chrysostoma,Blue-winged parrot,captivity,small,acceptable
1266,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,pulchella,Turquoise parrot,captivity,medium,acceptable
1267,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,splendida,Scarlet-chested parrot,captivity,medium,acceptable
1268,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsephotus,bourkii,Bourke's parrot,captivity,small,acceptable
1269,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,meridionalis,Kaka,unknown,small,low
1270,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,notabilis,Kea,captivity,medium,acceptable
1271,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Northiella,haematogaster,Bluebonnet,captivity,small,acceptable
1272,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nymphicus,hollandicus,Cockatiel,captivity,large,acceptable
1273,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Phigys,solitarius,Collared lory,unknown,small,low
1274,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,leucogaster,White-bellied parrot,captivity,medium,acceptable
1275,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,Black-headed parrot,captivity,small,acceptable
1276,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,pileata,Pileated parrot,captivity,tiny,acceptable
1277,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,maximiliani,Scaly-headed parrot,captivity,medium,acceptable
1278,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Blue-headed parrot,captivity,medium,acceptable
1279,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,elegans,Crimson rosella,captivity,medium,acceptable
1280,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,eximius,Eastern rosella,captivity,medium,acceptable
1281,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,icterotis,Western rosella,captivity,small,questionable
1282,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,venustus,Northern rosella,captivity,tiny,acceptable
1283,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,cryptoxanthus,Brown-headed parrot,captivity,medium,acceptable
1284,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,gulielmi,Red-fronted parrot,captivity,medium,acceptable
1285,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,meyeri,Brown parrot,captivity,medium,acceptable
1286,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,robustus,Brown-necked parrot,captivity,medium,acceptable
1287,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rueppellii,Ruppel's parrot,captivity,small,acceptable
1288,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rufiventris,Red-bellied parrot,captivity,medium,acceptable
1289,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,senegalus,Senegal parrot,captivity,large,acceptable
1290,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,alexandrae,Alexandra's parrot,captivity,medium,acceptable
1291,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,anthopeplus,Regent parrot,captivity,medium,acceptable
1292,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,swainsonii,Superb parrot,captivity,medium,acceptable
1293,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Primolius,maracana,Blue-winged macaw,captivity,small,acceptable
1294,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Probosciger,aterrimus,Palm cockatoo,captivity,medium,acceptable
1295,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,personata,Masked shining parrot,captivity,small,acceptable
1296,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,splendens,Crimson shining parrot,captivity,small,acceptable
1297,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,tabuensis,Red shining parrot,unknown,tiny,low
1298,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,dissimilis,Hooded parrot,captivity,small,acceptable
1299,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,haematonotus,Red-rumped parrot,captivity,medium,acceptable
1300,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,varius,Mulga parrot,captivity,small,acceptable
1301,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pseudeos,fuscata,Dusky lory,captivity,medium,acceptable
1302,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psilopsiagon,aymara,Grey-hooded parakeet,captivity,small,acceptable
1303,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,alexandri,Red-breasted parakeet,captivity,medium,acceptable
1304,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,calthropae,Layard's parakeet,captivity,small,questionable
1305,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,columboides,Malabar parakeet,unknown,small,low
1306,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,cyanocephala,Plum-headed parakeet,captivity,medium,questionable
1307,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,eupatria,Alexandrine parakeet,captivity,medium,acceptable
1308,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,krameri,Rose-ringed parakeet,captivity,large,acceptable
1309,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,desmarestii,Large fig parrot,captivity,tiny,acceptable
1310,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,edwardsii,Edward's fig parrot,captivity,small,acceptable
1311,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,salvadorii,Salvadori's fig parrot,captivity,tiny,acceptable
1312,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,erithacus,Grey parrot,captivity,large,acceptable
1313,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,goldiei,Goldie's lorikeet,unknown,small,low
1314,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,iris,Iris lorikeet,captivity,small,acceptable
1315,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittinus,cyanurus,Blue-rumped parrot,captivity,small,questionable
1316,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittrichas,fulgidus,Pesquet's parrot,captivity,medium,acceptable
1317,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,spurius,Red-capped parrot,captivity,small,acceptable
1318,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,leucotis,White-eared conure,captivity,small,acceptable
1319,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,perlata,Crimson-bellied parakeet,captivity,small,acceptable
1320,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,Thick-billed parrot,captivity,medium,acceptable
1321,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Strigops,habroptila,Kakapo,captivity,small,acceptable
1322,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,megalorynchos,Great-billed parrot,captivity,small,acceptable
1323,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,sumatranus,Blue-backed parrot,captivity,small,acceptable
1324,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,euteles,Olive-headed lorikeet,captivity,small,acceptable
1325,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,haematodus,Rainbow lorikeet,captivity,large,questionable
1326,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,johnstoniae,Mindanao lorikeet,captivity,small,acceptable
1327,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,ornatus,Ornate lorikeet,captivity,medium,acceptable
1328,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Triclaria,malachitacea,Blue-bellied parrot,captivity,tiny,acceptable
1329,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,australis,Blue-crowned lorikeet,captivity,medium,acceptable
1330,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,peruviana,Blue lorikeet,captivity,tiny,acceptable
1331,Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,americana,Greater rhea,unknown,medium,low
1332,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,Emperor penguin,unknown,small,low
1333,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,King penguin,captivity,large,acceptable
1334,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,Little penguin,wild,medium,acceptable
1335,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,papua,Gentoo penguin,unknown,medium,low
1336,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,demersus,Jackass penguin,wild,large,acceptable
1337,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,Humboldt penguin,unknown,medium,low
1338,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic penguin,wild,medium,acceptable
1339,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern saw-whet owl,unknown,medium,acceptable
1340,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,Boreal owl,unknown,medium,acceptable
1341,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared owl,unknown,medium,acceptable
1342,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,otus,Long-eared owl,wild,small,acceptable
1343,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing owl,wild,medium,acceptable
1344,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,noctua,Little owl,wild,medium,acceptable
1345,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,bubo,Eurasian eagle-owl,captivity,large,acceptable
1346,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy owl,captivity,small,acceptable
1347,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Great horned owl,wild,medium,acceptable
1348,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Eurasian pygmy-owl,wild,medium,acceptable
1349,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,asio,Eastern screech-owl,unknown,medium,acceptable
1350,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western screech-owl,captivity,small,acceptable
1351,Animalia,Chordata,Aves,Strigiformes,Strigidae,Micrathene,whitneyi,Elf owl,captivity,small,acceptable
1352,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,flammeolus,Flammulated owl,wild,medium,acceptable
1353,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,scops,Common or Eurasian scops-owl,wild,medium,acceptable
1354,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,perspicillata,Spectacled owl,captivity,medium,acceptable
1355,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,aluco,Tawny owl,wild,medium,acceptable
1356,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,nebulosa,Great grey owl,wild,small,acceptable
1357,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted owl,captivity,small,acceptable
1358,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,uralensis,Ural owl,wild,medium,acceptable
1359,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,varia,Barred owl,wild,medium,acceptable
1360,Animalia,Chordata,Aves,Strigiformes,Strigidae,Surnia,ulula,Northern hawk-owl,wild,medium,acceptable
1361,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,Barn owl,wild,medium,acceptable
1362,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,camelus,Ostrich,captivity,large,acceptable
1363,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga,captivity,tiny,acceptable
1364,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,melanogaster,Darter,captivity,small,acceptable
1365,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,andrewsi,Christmas Island frigatebird,wild,medium,acceptable
1366,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,ariel,Lesser frigatebird,wild,medium,acceptable
1367,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,magnificens,Magnificent frigatebird,unknown,medium,acceptable
1368,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,minor,Great frigatebird,wild,medium,acceptable
1369,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,aristotelis,European shag,wild,medium,acceptable
1370,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,auritus,Double-crested cormorant,wild,large,acceptable
1371,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,Neotropic cormorant,wild,small,acceptable
1372,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great cormorant,wild,small,acceptable
1373,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Pelagic cormorant,wild,small,acceptable
1374,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Brandt's cormorant,wild,medium,acceptable
1375,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Northern gannet,wild,medium,acceptable
1376,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,serrator,Australasian gannet,wild,medium,acceptable
1377,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby,wild,large,acceptable
1378,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,granti,Nazca booby,wild,medium,acceptable
1379,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby,wild,medium,acceptable
1380,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,nebouxii,Blue-footed booby,wild,medium,acceptable
1381,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby,wild,medium,acceptable
1382,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,solitarius,Solitary tinamou,captivity,tiny,acceptable
1384,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Caspiomyzon,wagneri,Volga lamprey,wild,medium,acceptable
1385,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Entosphenus,tridentatus,Pacific lamprey,wild,medium,acceptable
1386,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,danfordi,Carpathian lamprey,wild,medium,acceptable
1387,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,mariae,Ukrainian brook lamprey,wild,medium,acceptable
1388,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,castaneus,Chestnut lamprey,wild,medium,acceptable
